model,layer,head,label,rel_depth,locality_score,match_entropy,delta_collapse,mean_distance,bos_mass,local_mass,long_range_mass,mean_max_attn,mean_entropy_ss,vq_ratio_atlas,mean_output_norm,wq_norm,wk_norm,wv_norm,wo_norm,vq_ratio_weight,ov_norm,ov_eff_rank,ov_sv1,ov_sv2,ov_sv3,qk_eff_rank,qk_sv1,qk_sv2,qk_sv3,head_dim,is_gqa,gqa_group_size,gqa_within_group_rank
Qwen-1.5B,18,3,local,0.6428571428571429,,1.44868,-0.43959,81.4944,0.2042,0.0142,0.7473,0.2716,3.2779,0.8591,3.1607,14.721330642700195,13.297013282775879,12.647048950195312,11.589348793029785,0.8590968613605383,12.82638931274414,114.68769836425781,2.2594798,2.2220497,2.1053398,79.51168823242188,1.2982886,1.195724,1.1545926,128,1,6,3
Qwen-1.5B,18,4,local,0.6428571428571429,,1.42519,0.00874,93.9897,0.6264,0.0491,0.6808,0.6919,1.2476,1.0074,3.1607,12.554339408874512,13.297013282775879,12.647048950195312,10.353717803955078,1.0073846610562607,11.575002670288086,118.78805541992188,1.774949,1.6873115,1.6583284,83.31887817382812,1.6087339,1.3270053,1.2369975,128,1,6,4
Qwen-1.5B,18,5,induction,0.6428571428571429,,2.10412,-0.51911,54.0649,0.2017,0.0948,0.4518,0.2414,3.3824,1.1714,3.1607,10.796727180480957,13.297013282775879,12.647048950195312,13.341733932495117,1.1713780239865947,15.008474349975586,114.31359100341797,2.6823337,2.6766078,2.6453772,85.7012710571289,1.4561045,0.9297801,0.85913277,128,1,6,5
Qwen-1.5B,18,6,local,0.6428571428571429,,1.35606,-0.11627,76.3941,0.3236,0.046,0.6284,0.3787,3.2913,1.3126,3.1607,9.073689460754395,10.893194198608398,11.91033935546875,12.690813064575195,1.3126236474129016,13.498674392700195,119.27811431884766,3.7784443,2.3874984,2.2641544,82.72309112548828,0.98216665,0.8529502,0.81814736,128,1,6,0
Qwen-1.5B,18,7,local,0.6428571428571429,,2.06672,-0.49136,53.9463,0.1777,0.0707,0.4454,0.2146,3.2277,0.993,3.1607,11.994325637817383,10.893194198608398,11.91033935546875,12.786425590515137,0.9929978320677886,12.924455642700195,117.5733871459961,2.0242102,1.9910592,1.9439092,86.02693176269531,0.9477114,0.8710344,0.82102585,128,1,6,1
Qwen-1.5B,18,8,local,0.6428571428571429,,1.08382,-0.02557,32.6485,0.2302,0.5692,0.2239,0.5084,1.2985,1.3093,3.1607,9.096711158752441,10.893194198608398,11.91033935546875,9.307149887084961,1.3093016968014703,9.585748672485352,108.26168060302734,2.2065332,2.1075168,1.949575,74.6185302734375,1.3192818,1.2655792,0.9561921,128,1,6,2
Qwen-1.5B,18,9,local,0.6428571428571429,,1.62767,-0.47658,61.2935,0.1779,0.0324,0.5189,0.2513,3.0696,0.7528,3.1607,15.821782112121582,10.893194198608398,11.91033935546875,10.724699974060059,0.7527811513940076,11.108731269836426,116.9857406616211,2.2705932,2.0885317,1.8368349,80.94097137451172,1.5620039,1.3861874,1.2865471,128,1,6,3
Qwen-1.5B,18,10,local,0.6428571428571429,,0.68297,-0.07247,9.2831,0.0568,0.0221,0.0762,0.8421,0.7606,0.9063,3.1607,13.141891479492188,10.893194198608398,11.91033935546875,10.80137825012207,0.9062880616579302,11.321501731872559,120.69927215576172,3.584222,1.5611176,1.4927044,94.32940673828125,1.660252,1.462716,1.2907412,128,1,6,4
Qwen-1.5B,18,11,local,0.6428571428571429,,2.01605,-0.1259,46.2499,0.2259,0.1206,0.3346,0.2533,2.9549,1.3607,3.1607,8.753463745117188,10.893194198608398,11.91033935546875,11.528040885925293,1.3606430211253406,11.906085968017578,121.07540130615234,2.2845576,1.9488931,1.7634959,83.9776840209961,1.032318,0.85408235,0.78726995,128,1,6,5
Qwen-1.5B,19,0,local,0.6785714285714286,,0.6585,-0.04115,122.7644,0.7685,0.001,0.8735,0.8469,0.8871,0.9082,2.9792,13.38167667388916,12.034679412841797,12.153057098388672,11.671753883361816,0.9081864249568422,12.67274284362793,121.09358215332031,1.9599004,1.8928275,1.8574235,65.73175811767578,1.8148581,1.6705517,1.6093378,128,1,6,0
Qwen-1.5B,19,1,induction,0.6785714285714286,,1.02548,-0.80004,119.5525,0.7105,0.0043,0.8566,0.7961,1.1251,0.8094,2.9792,15.014524459838867,12.034679412841797,12.153057098388672,10.270977020263672,0.8094200472945439,10.558342933654785,121.984619140625,1.7127168,1.6362587,1.475906,61.786354064941406,1.6697692,1.6342309,1.5096343,128,1,6,1
Qwen-1.5B,19,2,local,0.6785714285714286,,0.6569,0.06419,111.4678,0.6185,0.0024,0.8423,0.7006,1.4617,1.1603,2.9792,10.474284172058105,12.034679412841797,12.153057098388672,12.195960998535156,1.1602756712299072,13.589520454406738,114.2156753540039,2.8209548,2.7448826,2.5054348,73.5164566040039,1.3305607,1.0535734,0.9150272,128,1,6,2
Qwen-1.5B,19,3,local,0.6785714285714286,,0.56234,0.10846,100.0445,0.5376,0.0041,0.7839,0.6142,1.8773,0.753,2.9792,16.1391658782959,12.034679412841797,12.153057098388672,10.437557220458984,0.7530164315822211,11.117444038391113,118.87940216064453,1.8784943,1.8088918,1.7663069,73.01700592041016,1.7873188,1.7694789,1.2471193,128,1,6,3
Qwen-1.5B,19,4,induction,0.6785714285714286,,1.76834,-0.78861,86.0955,0.3417,0.0108,0.7078,0.4005,2.907,1.1476,2.9792,10.590490341186523,12.034679412841797,12.153057098388672,12.850153923034668,1.1475443257923728,13.756549835205078,118.33008575439453,3.3903053,2.8694983,2.4540727,77.71878814697266,1.0707102,1.0039514,0.7929288,128,1,6,4
Qwen-1.5B,19,5,induction,0.6785714285714286,,0.60967,-0.56284,130.2647,0.8509,0.0003,0.8934,0.9404,0.32,0.9232,2.9792,13.164481163024902,12.034679412841797,12.153057098388672,12.270708084106445,0.9231702296420202,13.487532615661621,118.58094024658203,2.5594509,2.3572328,2.1818156,54.99788284301758,1.7919762,1.7629539,1.7531883,128,1,6,5
Qwen-1.5B,19,6,local,0.6785714285714286,,0.87479,-0.09732,13.3477,0.0652,0.0205,0.1106,0.7783,1.1624,1.218,2.9792,10.278464317321777,8.707940101623535,12.518704414367676,12.438702583312988,1.2179547477018835,13.92205810546875,123.62715911865234,4.2881913,1.7974148,1.67656,83.79308319091797,2.544885,1.1211994,0.9973168,128,1,6,0
Qwen-1.5B,19,7,local,0.6785714285714286,,1.58149,-0.40044,43.0093,0.1848,0.2229,0.2569,0.2416,2.7132,1.2015,2.9792,10.41965389251709,8.707940101623535,12.518704414367676,12.611912727355957,1.2014510792298796,14.562707901000977,111.56604766845703,2.353148,2.2975044,2.2771122,85.54090118408203,0.931406,0.81070995,0.6893208,128,1,6,1
Qwen-1.5B,19,8,local,0.6785714285714286,,1.59461,-0.21007,51.7497,0.1605,0.0575,0.3968,0.2514,2.7374,1.1319,2.9792,11.060118675231934,8.707940101623535,12.518704414367676,12.137673377990723,1.1318779465179676,13.959723472595215,110.21070861816406,2.159665,2.111497,2.1042325,81.27349853515625,1.1477288,0.9935484,0.8770443,128,1,6,2
Qwen-1.5B,19,9,local,0.6785714285714286,,2.25157,-0.49896,50.8637,0.0994,0.0574,0.4727,0.1915,3.2663,1.2119,2.9792,10.329995155334473,8.707940101623535,12.518704414367676,10.770649909973145,1.2118790208630184,11.1299467086792,110.7118148803711,2.652204,2.5275252,2.0899134,75.89595794677734,1.2876445,0.9353724,0.85582614,128,1,6,3
Qwen-1.5B,19,10,local,0.6785714285714286,,1.60101,0.02562,76.3409,0.2267,0.0181,0.6145,0.35,2.0848,1.1881,2.9792,10.537127494812012,8.707940101623535,12.518704414367676,10.181249618530273,1.188056652112268,11.951210975646973,105.99652862548828,2.592756,2.5145218,2.340838,74.37602233886719,1.6247523,1.1711819,1.0596461,128,1,6,4
Qwen-1.5B,19,11,local,0.6785714285714286,,1.75339,-0.12913,57.0195,0.3627,0.1157,0.4127,0.4265,1.8677,1.1443,2.9792,10.940389633178711,8.707940101623535,12.518704414367676,9.768223762512207,1.144264951624876,10.148921012878418,119.39727783203125,1.544681,1.5080057,1.4365519,83.09339904785156,1.3792282,0.98444045,0.89998955,128,1,6,5
Qwen-1.5B,20,0,induction,0.7142857142857143,,2.20225,-0.55127,68.6632,0.2576,0.049,0.5743,0.288,3.1809,1.3369,4.7708,10.75503921508789,11.501057624816895,14.377836227416992,13.383111953735352,1.3368464716749207,16.62331771850586,121.7445068359375,2.9278471,2.7450044,2.475652,85.28845977783203,1.0803906,0.8830357,0.8144143,128,1,6,0
Qwen-1.5B,20,1,local,0.7142857142857143,,0.77766,-0.08472,90.7649,0.4028,0.0111,0.7131,0.4686,2.3048,1.002,4.7708,14.3494234085083,11.501057624816895,14.377836227416992,10.224503517150879,1.0019800669405883,12.796588897705078,122.74085235595703,2.1487744,2.0834866,1.9604928,80.23365020751953,1.2075496,1.0554779,1.0158702,128,1,6,1
Qwen-1.5B,20,2,local,0.7142857142857143,,1.25393,-0.29728,91.7494,0.4058,0.0196,0.6903,0.4721,2.5311,1.179,4.7708,12.195353507995605,11.501057624816895,14.377836227416992,12.736197471618652,1.1789601849580917,16.158546447753906,121.94083404541016,2.4634852,2.3445296,2.3240368,81.8183822631836,1.4494923,1.1029805,0.8039909,128,1,6,2
Qwen-1.5B,20,3,local,0.7142857142857143,,0.98549,-0.26789,104.6602,0.5056,0.0095,0.7917,0.5888,2.045,0.9562,4.7708,15.03665542602539,11.501057624816895,14.377836227416992,9.89710521697998,0.9561857886648734,12.287640571594238,124.13108825683594,1.7486465,1.7256483,1.64879,76.08629608154297,1.3440751,1.2038825,1.1895148,128,1,6,3
Qwen-1.5B,20,4,local,0.7142857142857143,,1.27285,-0.07152,77.8322,0.299,0.0414,0.586,0.3935,2.8286,1.1917,4.7708,12.064806938171387,11.501057624816895,14.377836227416992,13.66855525970459,1.1917170578110379,18.537229537963867,112.78226470947266,3.8334377,3.780735,3.526136,82.13031005859375,1.0264186,0.8714581,0.8345358,128,1,6,4
Qwen-1.5B,20,5,local,0.7142857142857143,,1.84437,-0.30478,88.2054,0.4083,0.024,0.6901,0.4639,2.5323,1.1715,4.7708,12.272622108459473,11.501057624816895,14.377836227416992,13.391599655151367,1.1715374351423427,17.880489349365234,114.38011932373047,3.7361526,3.565108,3.5238135,80.96733856201172,1.0808697,0.9531281,0.85488975,128,1,6,5
Qwen-1.5B,20,6,local,0.7142857142857143,,1.7187,-0.36899,79.607,0.3284,0.0332,0.6293,0.369,2.6226,1.2748,4.7708,11.904086112976074,9.970781326293945,15.175536155700684,10.552162170410156,1.274817404013676,14.011963844299316,124.30351257324219,1.8354443,1.760308,1.7529922,79.61158752441406,1.0318154,0.9315668,0.76960737,128,1,6,0
Qwen-1.5B,20,7,local,0.7142857142857143,,1.88055,-0.3284,23.6837,0.0313,0.0359,0.2115,0.5807,2.2932,1.652,4.7708,9.186412811279297,9.970781326293945,15.175536155700684,16.451614379882812,1.6519545188592164,22.100269317626953,124.00017547607422,6.590034,2.3189633,2.277831,83.77902221679688,2.1192725,1.1662794,1.0533727,128,1,6,1
Qwen-1.5B,20,8,induction,0.7142857142857143,0.35258640442043543,2.20028,-0.53253,60.113,0.2276,0.0772,0.4593,0.2776,2.846,1.1894,4.7708,12.759237289428711,9.970781326293945,15.175536155700684,11.702753067016602,1.1893764346143743,15.564337730407715,125.69287109375,1.8203665,1.8052301,1.787508,83.68527221679688,1.1221933,1.0116541,0.86733747,128,1,6,2
Qwen-1.5B,20,9,induction,0.7142857142857143,,2.00485,-0.67662,72.294,0.1903,0.0334,0.6161,0.2465,3.2257,1.0218,4.7708,14.852126121520996,9.970781326293945,15.175536155700684,9.380703926086426,1.0217753358362638,12.50523567199707,126.1997299194336,1.4308866,1.4101657,1.3815254,74.07672882080078,1.2585205,1.0689727,1.0111238,128,1,6,3
Qwen-1.5B,20,10,local,0.7142857142857143,,1.82249,-0.41128,61.9603,0.2085,0.0746,0.494,0.2674,3.0594,1.3666,4.7708,11.10435962677002,9.970781326293945,15.175536155700684,12.385854721069336,1.366628663494889,16.571073532104492,123.18841552734375,2.2281675,2.2004879,2.1642618,81.77118682861328,1.0313491,0.75666827,0.72718275,128,1,6,4
Qwen-1.5B,20,11,induction,0.7142857142857143,,2.1331,-0.60933,73.4888,0.2327,0.0551,0.5896,0.292,2.9818,1.3737,4.7708,11.04759407043457,9.970781326293945,15.175536155700684,12.198348999023438,1.3736507749059939,16.16441535949707,125.66157531738281,1.9301348,1.9098753,1.8755118,79.66311645507812,1.0137936,0.85691905,0.7805034,128,1,6,5
Qwen-1.5B,21,0,local,0.75,,1.79838,-0.21614,92.1138,0.3872,0.0405,0.6681,0.4554,2.5258,1.1396,6.6813,11.666428565979004,10.131217956542969,13.294573783874512,12.237150192260742,1.1395581525816971,14.906060218811035,114.5625228881836,2.3206203,2.309369,2.2636893,77.11750030517578,1.3095667,1.0195918,0.88118637,128,1,6,0
Qwen-1.5B,21,1,induction,0.75,,1.90365,-0.51227,74.9189,0.2451,0.057,0.5828,0.3013,3.2765,1.1169,6.6813,11.90330696105957,10.131217956542969,13.294573783874512,13.577140808105469,1.1168806977225076,16.469812393188477,117.87870025634766,2.479557,2.4455538,2.345533,82.91474151611328,1.3889065,1.0823033,0.8423899,128,1,6,1
Qwen-1.5B,21,2,local,0.75,,1.56235,-0.10233,70.4463,0.1946,0.0291,0.5918,0.273,2.9161,1.2297,6.6813,10.811185836791992,10.131217956542969,13.294573783874512,11.336360931396484,1.2297054166463377,13.274362564086914,115.41299438476562,3.0852723,2.5659862,2.4203804,75.39777374267578,1.5957887,1.1898429,1.0036132,128,1,6,2
Qwen-1.5B,21,3,local,0.75,,1.88075,-0.35454,79.3419,0.3955,0.0474,0.6069,0.4528,2.3091,1.0001,6.6813,13.29349136352539,10.131217956542969,13.294573783874512,13.11902904510498,1.000081424835547,15.197192192077637,122.85380554199219,1.9853424,1.9537599,1.9427547,83.25346374511719,1.3055716,1.0452869,0.92439824,128,1,6,3
Qwen-1.5B,21,4,local,0.75,,2.03074,-0.46109,64.574,0.212,0.0796,0.4955,0.2634,3.1192,1.0445,6.6813,12.728352546691895,10.131217956542969,13.294573783874512,11.125500679016113,1.0444850372508525,13.39075756072998,117.18589782714844,2.008943,1.9574642,1.9249396,80.02892303466797,1.6158742,1.4542909,0.939656,128,1,6,4
Qwen-1.5B,21,5,local,0.75,,1.62341,-0.43124,74.0497,0.1168,0.0479,0.6463,0.23,3.067,1.2331,6.6813,10.781119346618652,10.131217956542969,13.294573783874512,12.067341804504395,1.233134831036161,14.57095718383789,114.92051696777344,2.2065952,2.1696324,2.1460562,70.13035583496094,1.8287367,1.2482642,1.1223522,128,1,6,5
Qwen-1.5B,21,6,local,0.75,,0.96992,0.02357,82.1916,0.3083,0.0245,0.6607,0.3642,3.0936,1.8182,6.6813,8.834108352661133,10.092655181884766,16.062379837036133,14.552383422851562,1.8182230957350416,20.74221420288086,113.88975524902344,4.222246,4.127319,4.002099,82.70320129394531,0.7259194,0.5074162,0.49969417,128,1,6,0
Qwen-1.5B,21,7,local,0.75,,1.95824,-0.46205,67.7066,0.2229,0.047,0.5455,0.2846,2.8735,1.2054,6.6813,13.325732231140137,10.092655181884766,16.062379837036133,10.64330768585205,1.2053656458366826,14.635481834411621,113.36165618896484,3.038904,2.7707345,2.5759761,79.91315460205078,1.6918694,1.2686858,0.9263699,128,1,6,1
Qwen-1.5B,21,8,induction,0.75,,1.81079,-0.53763,61.6359,0.2058,0.0832,0.4602,0.2585,3.0057,1.2068,6.6813,13.310091972351074,10.092655181884766,16.062379837036133,10.346163749694824,1.2067820320401357,14.196816444396973,118.047119140625,2.658459,2.4485378,2.249582,83.68498992919922,1.2468004,0.9439162,0.75725245,128,1,6,2
Qwen-1.5B,21,9,local,0.75,,1.05965,0.04423,71.0457,0.1669,0.0313,0.5986,0.2442,3.016,1.3018,6.6813,12.338386535644531,10.092655181884766,16.062379837036133,12.474776268005371,1.3018217406815717,18.615793228149414,113.78097534179688,3.9907763,3.5392153,3.454498,81.75352478027344,1.0062699,0.64732933,0.62354916,128,1,6,3
Qwen-1.5B,21,10,local,0.75,,1.85136,-0.41813,70.0442,0.2773,0.0553,0.5318,0.3148,3.0417,1.4766,6.6813,10.877650260925293,10.092655181884766,16.062379837036133,14.127037048339844,1.476640584293646,19.7147216796875,122.51182556152344,2.9105842,2.7308676,2.658432,84.99340057373047,0.93385184,0.71250933,0.6264928,128,1,6,4
Qwen-1.5B,21,11,local,0.75,,0.92414,-0.43826,91.7315,0.3313,0.0221,0.7158,0.3899,2.8462,1.4386,6.6813,11.164826393127441,10.092655181884766,16.062379837036133,13.65444278717041,1.4386591668744588,20.63348388671875,108.38186645507812,4.847103,4.2293043,4.201565,75.93914031982422,0.6509778,0.621657,0.59100205,128,1,6,5
Qwen-1.5B,22,0,local,0.7857142857142857,,1.05798,-0.06872,79.0202,0.5117,0.0832,0.5433,0.5769,1.271,1.2615,4.0128,12.43002700805664,10.836950302124023,15.680167198181152,11.075336456298828,1.261474909750127,15.280217170715332,121.20327758789062,2.4856663,2.4178567,2.3125432,81.12865447998047,2.8383048,1.5608116,1.3991551,128,1,6,0
Qwen-1.5B,22,1,local,0.7857142857142857,,1.22927,-0.20608,93.7686,0.5635,0.0361,0.6689,0.631,1.6082,1.1296,4.0128,13.880985260009766,10.836950302124023,15.680167198181152,10.585837364196777,1.1296148583453645,15.301751136779785,112.53783416748047,3.3044205,3.091625,2.8321815,83.03878021240234,2.16614,1.4847493,1.3562025,128,1,6,1
Qwen-1.5B,22,2,local,0.7857142857142857,0.42345119981716073,0.91613,-0.12549,98.9799,0.7012,0.1719,0.6934,0.7944,0.6929,1.7116,4.0128,9.161322593688965,10.836950302124023,15.680167198181152,10.676746368408203,1.7115615172181762,14.023458480834961,106.0954360961914,4.093217,3.9908745,3.8588977,83.68582916259766,1.2342993,1.0309931,0.84461236,128,1,6,2
Qwen-1.5B,22,3,local,0.7857142857142857,,1.82775,-0.16866,61.1162,0.3066,0.0735,0.4481,0.388,2.3634,1.2274,4.0128,12.775529861450195,10.836950302124023,15.680167198181152,10.685630798339844,1.2273594417006837,14.331868171691895,120.01236724853516,2.1619623,2.146747,2.1008656,81.31714630126953,1.9221247,1.7717105,1.3484548,128,1,6,3
Qwen-1.5B,22,4,local,0.7857142857142857,,1.69669,-0.32674,57.2679,0.1267,0.0216,0.5039,0.4098,1.98,1.0192,4.0128,15.384761810302734,10.836950302124023,15.680167198181152,11.03037166595459,1.0192011674616617,14.97061824798584,121.52516174316406,2.1876063,2.1249275,2.1202817,80.45443725585938,3.2780836,2.290318,2.031374,128,1,6,4
Qwen-1.5B,22,5,local,0.7857142857142857,,1.63097,-0.43225,50.7992,0.2034,0.0343,0.3942,0.4392,2.401,1.6171,4.0128,9.696393966674805,10.836950302124023,15.680167198181152,16.07592010498047,1.6171132538622244,21.765892028808594,122.7302017211914,2.9850266,2.851027,2.8169239,83.29785919189453,2.478668,1.5542215,1.4407455,128,1,6,5
Qwen-1.5B,22,6,local,0.7857142857142857,,1.62945,-0.42149,94.5936,0.3661,0.0233,0.738,0.4415,2.5541,1.0969,4.0128,10.859397888183594,12.972724914550781,11.911991119384766,13.973373413085938,1.0969292443318086,15.895614624023438,103.38025665283203,3.459622,3.3007236,3.2239554,75.01263427734375,1.9274946,1.2070312,1.1755111,128,1,6,0
Qwen-1.5B,22,7,local,0.7857142857142857,,1.06991,-0.11478,95.229,0.3491,0.0054,0.7853,0.4647,2.2112,0.84,4.0128,14.18148422241211,12.972724914550781,11.911991119384766,9.87191104888916,0.8399678716673727,10.060925483703613,118.07283782958984,2.189017,1.8465738,1.597965,73.764892578125,1.7558182,1.4394015,1.336104,128,1,6,1
Qwen-1.5B,22,8,local,0.7857142857142857,,1.39858,-0.25151,115.1488,0.7249,0.0155,0.8111,0.8038,1.1561,0.9601,4.0128,12.40691089630127,12.972724914550781,11.911991119384766,15.016855239868164,0.9601093470361741,15.829900741577148,120.8807601928711,2.4474993,2.3359785,2.2922642,81.56806182861328,1.7665137,1.4652404,1.123534,128,1,6,2
Qwen-1.5B,22,9,local,0.7857142857142857,,1.34265,0.00954,68.9779,0.2951,0.0442,0.5064,0.3428,2.9257,0.7099,4.0128,16.778972625732422,12.972724914550781,11.911991119384766,10.182316780090332,0.7099356668068993,10.471343994140625,122.47484588623047,1.7277609,1.5891572,1.5259252,78.48866271972656,2.5388343,2.0026112,1.5463781,128,1,6,3
Qwen-1.5B,22,10,local,0.7857142857142857,,1.00078,-0.15148,97.0852,0.498,0.0168,0.7462,0.5661,2.1091,0.9173,4.0128,12.98664379119873,12.972724914550781,11.911991119384766,13.276355743408203,0.9172493918295355,14.084397315979004,119.59300994873047,2.732858,2.4634998,2.3339164,79.92313385009766,1.3977238,1.3483187,1.1708342,128,1,6,4
Qwen-1.5B,22,11,local,0.7857142857142857,,0.81256,-0.08126,104.8481,0.5583,0.0114,0.7843,0.6399,1.8615,0.9447,4.0128,12.609013557434082,12.972724914550781,11.911991119384766,14.918585777282715,0.9447203038623662,15.86367416381836,118.65599060058594,2.7797935,2.5951245,2.530701,81.68444061279297,1.3204235,1.1827806,1.1245463,128,1,6,5
Qwen-1.5B,23,0,local,0.8214285714285714,,0.7381,-0.3907,111.3754,0.6543,0.0065,0.8235,0.7403,1.4241,1.0161,6.0027,11.72797966003418,11.084599494934082,11.916942596435547,14.91165828704834,1.0161121473500065,15.692057609558105,123.65074157714844,2.1329658,2.1032784,2.0351477,64.8887710571289,1.6375005,1.418625,1.4108692,128,1,6,0
Qwen-1.5B,23,1,local,0.8214285714285714,,0.7084,-0.25396,113.2802,0.6422,0.0066,0.8301,0.7154,1.4716,0.9709,6.0027,12.273835182189941,11.084599494934082,11.916942596435547,13.350529670715332,0.9709224883292193,14.137866973876953,122.62450408935547,2.11332,2.04779,1.9982151,66.97950744628906,1.4174236,1.3321607,1.2894018,128,1,6,1
Qwen-1.5B,23,2,local,0.8214285714285714,,0.39232,-0.24949,123.6025,0.752,0.0032,0.8746,0.8399,0.9358,0.881,6.0027,13.52692985534668,11.084599494934082,11.916942596435547,11.43062686920166,0.8809791078885763,11.951616287231445,124.77841186523438,1.4926667,1.4762533,1.465299,55.79140090942383,2.2437072,1.9069836,1.8436973,128,1,6,2
Qwen-1.5B,23,3,local,0.8214285714285714,,1.08083,0.2568,112.2777,0.6221,0.0141,0.8126,0.6965,1.664,0.7408,6.0027,16.08732795715332,11.084599494934082,11.916942596435547,11.74239730834961,0.7407658144456408,12.202778816223145,123.27749633789062,1.5473645,1.5219685,1.5077555,67.46322631835938,2.3652399,1.8321317,1.6351931,128,1,6,3
Qwen-1.5B,23,4,local,0.8214285714285714,,0.77486,-0.16392,103.1657,0.5364,0.0093,0.7845,0.5931,2.0441,1.1276,6.0027,10.568293571472168,11.084599494934082,11.916942596435547,12.801905632019043,1.1276127518450818,13.523653984069824,123.17207336425781,1.9103184,1.8636721,1.8297585,69.13407897949219,1.2561631,1.1671059,1.1199539,128,1,6,4
Qwen-1.5B,23,5,local,0.8214285714285714,,1.32648,-0.17761,108.9553,0.5092,0.0186,0.7917,0.607,1.8124,0.9773,6.0027,12.1937894821167,11.084599494934082,11.916942596435547,14.260255813598633,0.977296074687188,15.560075759887695,116.47894287109375,2.3809247,2.3276012,2.2723556,66.35279846191406,2.1314359,1.7199402,1.379188,128,1,6,5
Qwen-1.5B,23,6,local,0.8214285714285714,,1.46149,-0.01121,98.2558,0.5601,0.0171,0.712,0.6339,1.7757,1.2387,6.0027,12.730108261108398,8.924295425415039,15.769469261169434,10.194204330444336,1.2387537433083198,14.875648498535156,109.81847381591797,4.583229,4.508838,3.4691,79.84158325195312,1.4853635,1.2803227,0.9566427,128,1,6,0
Qwen-1.5B,23,7,local,0.8214285714285714,,1.51206,-0.4023,74.4699,0.3698,0.0341,0.5799,0.436,2.6676,1.4632,6.0027,10.777347564697266,8.924295425415039,15.769469261169434,14.024958610534668,1.4632050387632582,19.04169273376465,121.23703002929688,3.215456,2.8606348,2.7343042,84.94068908691406,1.4898053,0.98760664,0.7997408,128,1,6,1
Qwen-1.5B,23,8,local,0.8214285714285714,,1.44368,-0.1999,87.6711,0.297,0.0151,0.7227,0.3927,2.4997,2.0496,6.0027,7.693576812744141,8.924295425415039,15.769469261169434,11.702668190002441,2.0496928340334253,12.715391159057617,115.10562133789062,2.5706859,2.292013,2.2327025,73.88041687011719,0.5967672,0.5074423,0.4966753,128,1,6,2
Qwen-1.5B,23,9,local,0.8214285714285714,,1.58689,-0.14342,84.9992,0.5722,0.1423,0.5859,0.6326,1.3328,1.2807,6.0027,12.312743186950684,8.924295425415039,15.769469261169434,11.535331726074219,1.2807437807913498,16.807403564453125,111.66419219970703,5.1278167,3.3002317,2.8186615,75.57486724853516,2.2769902,1.2789352,1.168849,128,1,6,3
Qwen-1.5B,23,10,local,0.8214285714285714,,1.51723,0.17938,60.983,0.2873,0.0589,0.4056,0.341,2.5003,1.1083,6.0027,14.228455543518066,8.924295425415039,15.769469261169434,10.062178611755371,1.1083050590372956,16.359813690185547,98.77715301513672,6.9889116,6.6946726,6.4097075,76.04429626464844,1.6084787,1.4137712,1.2315823,128,1,6,4
Qwen-1.5B,23,11,induction,0.8214285714285714,,1.48836,-0.50575,58.6938,0.2345,0.0245,0.4786,0.3903,1.8001,1.1523,6.0027,13.684669494628906,8.924295425415039,15.769469261169434,13.478388786315918,1.1523456424985374,19.790897369384766,110.56036376953125,4.0656853,3.7550454,3.3994706,75.58979034423828,2.3366947,1.6324197,1.2968105,128,1,6,5
Qwen-1.5B,24,0,local,0.8571428571428571,,1.26831,-0.1565,63.6179,0.3011,0.1194,0.5077,0.3663,2.211,1.3542,6.9218,12.33560848236084,12.752859115600586,16.704570770263672,11.888509750366211,1.3541748503244753,18.512357711791992,109.90909576416016,5.3569202,4.0302024,3.974344,77.84600067138672,2.8172574,2.468383,2.0771961,128,1,6,0
Qwen-1.5B,24,1,local,0.8571428571428571,,1.59931,-0.09758,51.3849,0.2056,0.0672,0.4086,0.4019,2.054,1.263,6.9218,13.226541519165039,12.752859115600586,16.704570770263672,13.76280689239502,1.2629583286044779,20.369205474853516,118.26052856445312,3.590937,3.5046127,3.336091,84.6383056640625,2.3188324,1.839573,1.6337351,128,1,6,1
Qwen-1.5B,24,2,local,0.8571428571428571,,1.87406,0.00678,69.7773,0.308,0.0485,0.5513,0.3754,2.4444,1.3937,6.9218,11.985787391662598,12.752859115600586,16.704570770263672,11.963354110717773,1.3936982381217693,17.921876907348633,118.2267074584961,4.8400497,3.4045408,3.3279364,79.43116760253906,3.1950738,2.239118,1.6868289,128,1,6,2
Qwen-1.5B,24,3,local,0.8571428571428571,,1.43447,-0.01237,69.3781,0.326,0.0413,0.5298,0.3874,2.1736,1.2794,6.9218,13.05627155303955,12.752859115600586,16.704570770263672,13.567835807800293,1.2794288708228885,20.642885208129883,113.70965576171875,4.310444,4.1915402,4.0556936,81.11910247802734,2.7131379,2.171319,1.9297457,128,1,6,3
Qwen-1.5B,24,4,local,0.8571428571428571,,1.75474,-0.16335,81.9762,0.533,0.0808,0.6165,0.5902,1.4855,1.2171,6.9218,13.725470542907715,12.752859115600586,16.704570770263672,12.890279769897461,1.2170490416369815,18.18467903137207,121.3852310180664,2.419346,2.3713784,2.3076313,82.34748077392578,3.478651,2.1945596,1.9646416,128,1,6,4
Qwen-1.5B,24,5,local,0.8571428571428571,,1.53828,0.00319,63.8861,0.1501,0.0232,0.5306,0.2987,2.6099,1.1165,6.9218,14.961681365966797,12.752859115600586,16.704570770263672,12.627961158752441,1.116490210001417,18.670019149780273,118.9062728881836,3.4915128,3.011072,2.869576,79.46726989746094,2.9015243,2.3569057,2.1081808,128,1,6,5
